50cm def,5,
0.8,0.98,0.77
0.89,0.03,0.0
0.0,1.19,0.0
0.0,0.09,0.69
0.73,0.64,0.34
0.684
0.616
0.649
0.654
0.677
0.654
0.628
0.696
0.651
0.651
0.724
0.666
0.637
0.612
0.642
0.605
0.602
0.598
0.562
0.555
0.588
0.595
0.612
0.572
0.59
0.605
0.579
0.64
0.628
0.63
0.609
0.6
0.637
0.642
0.637
0.6
0.637
0.63
0.623
0.635
0.623
0.614
0.598
0.612
0.654
0.647
0.621
0.642
0.6
0.654
0.614
0.651
0.675
0.583
0.635
0.64
0.588
0.609
0.574
0.609
0.623
0.605
0.595
0.612
0.619
0.64
0.666
0.621
0.595
0.647
0.562
0.593
0.572
0.666
0.642
0.67
0.612
0.593
0.595
0.63
0.633
0.623
0.654
0.609
0.579
0.623
0.651
0.623
0.647
0.642
0.644
0.635
0.609
0.628
0.63
0.567
0.614
0.588
0.609
0.576
0.598
0.642
0.588
0.586
0.59
0.562
0.635
0.602
0.616
0.609
0.614
0.598
0.59
0.598
0.598
0.605
0.64
0.616
0.626
0.6
0.581
0.609
0.628
0.595
0.546
0.602
0.63
0.602
0.583
0.637
0.607
0.649
0.649
0.651
0.598
0.614
0.621
0.649
0.626
0.628
0.644
0.616
0.642
0.64
0.644
0.654
0.64
0.595
0.619
0.666
0.642
0.668
0.602
0.562
0.576
0.569
0.623
0.59
0.654
0.6
0.663
0.621
0.588
0.63
0.661
0.586
0.593
0.623
0.628
0.633
0.635
0.583
0.595
0.621
0.619
0.609
0.598
0.647
0.644
0.598
0.644
0.602
0.658
0.658
0.649
0.614
0.621
0.654
0.666
0.637
0.609
0.619
0.63
0.628
0.593
0.586
0.6
0.595
0.602
0.567
0.565
0.621
0.595
0.581
0.598
0.586
0.565
0.583
0.567
0.576
0.616
0.56
0.576
0.569
0.616
0.588
0.598
0.576
0.59
0.581
0.583
0.548
0.555
0.569
0.562
0.626
0.644
0.633
0.658
0.666
0.635
0.666
0.63
0.661
0.673
0.644
0.609
0.588
0.616
0.576
0.574
0.614
0.612
0.621
0.623
0.635
0.649
0.583
0.63
0.623
0.621
0.619
0.612
0.614
0.633
0.616
0.607
0.574
0.581
0.614
0.623
0.628
0.635
0.607
0.6
0.658
0.572
0.605
0.574
0.572
0.569
0.605
0.572
0.534
0.569
0.546
0.593
0.6
0.593
0.635
0.583
0.619
0.623
0.602
0.598
0.593
0.569
0.6
0.551
0.567
0.614
0.612
0.6
0.583
0.595
0.6
0.532
0.558
0.546
0.525
0.574
0.59
0.602
0.562
0.576
0.56
0.52
0.551
0.621
0.548
0.544
0.59
0.59
0.562
0.581
0.59
0.527
0.553
0.555
0.572
0.553
0.534
0.572
0.574
0.576
0.621
0.541
0.576
0.553
0.593
0.551
0.574
0.565
0.626
0.562
0.567
0.579
0.586
0.593
0.515
0.553
0.576
0.562
0.581
0.567
0.539
0.525
0.518
0.553
0.562
0.583
