100cm snow,5,
0.8,0.98,0.77
0.89,0.03,0.0
0.0,1.19,0.0
0.0,0.09,0.69
0.73,0.64,0.34
1.116
1.125
1.109
1.125
1.104
1.123
1.099
1.095
1.111
1.109
1.104
1.09
1.111
1.095
1.088
1.123
1.085
1.106
1.104
1.116
1.146
1.106
1.088
1.116
1.118
1.097
1.132
1.102
1.116
1.137
1.111
1.121
1.111
1.125
1.106
1.116
1.128
1.146
1.097
1.113
1.135
1.09
1.118
1.085
1.118
1.109
1.113
1.132
1.092
1.13
1.132
1.111
1.137
1.13
1.111
1.142
1.095
1.113
1.111
1.125
1.123
1.118
1.125
1.128
1.142
1.116
1.151
1.139
1.137
1.165
1.106
1.132
1.142
1.144
1.144
1.109
1.125
1.097
1.121
1.111
1.121
1.137
1.137
1.137
1.125
1.118
1.128
1.13
1.102
1.121
1.139
1.116
1.102
1.142
1.097
1.113
1.092
1.113
1.137
1.142
1.142
1.109
1.109
1.144
1.135
1.109
1.123
1.121
1.135
1.113
1.111
1.102
1.128
1.113
1.097
1.106
1.139
1.088
1.132
1.13
1.121
1.116
1.097
1.128
1.13
1.095
1.109
1.113
1.113
1.099
1.097
1.111
1.102
1.097
1.109
1.125
1.099
1.116
1.128
1.121
1.099
1.111
1.125
1.118
1.121
1.139
1.128
1.116
1.132
1.142
1.118
1.113
1.123
1.111
1.121
1.121
1.156
1.116
1.113
1.116
1.099
1.121
1.125
1.128
1.099
1.109
1.149
1.135
1.121
1.118
1.139
1.146
1.111
1.104
1.116
1.104
1.128
1.123
1.123
1.123
1.095
1.113
1.151
1.156
1.121
1.144
1.139
1.132
1.113
1.137
1.156
1.111
1.132
1.13
1.102
1.137
1.142
1.132
1.146
1.135
1.146
1.144
1.121
1.125
1.109
1.118
1.106
1.113
1.125
1.128
1.102
1.118
1.128
1.125
1.135
1.135
1.121
1.13
1.135
1.128
1.151
1.137
1.109
1.116
1.095
1.132
1.125
1.111
1.116
1.116
1.106
1.113
1.121
1.139
1.106
1.109
1.106
1.113
1.132
1.137
1.135
1.116
1.142
1.135
1.125
1.142
1.118
1.116
1.113
1.142
1.135
1.109
1.118
1.142
1.149
1.128
1.13
1.137
1.13
1.135
1.144
1.144
1.137
1.132
1.132
1.128
1.128
1.156
1.146
1.146
1.113
1.125
1.128
1.13
1.128
1.109
1.137
1.118
1.109
1.121
1.104
1.095
1.111
1.125
1.13
1.132
1.095
1.121
1.121
1.102
1.109
1.118
1.111
1.137
1.128
1.13
1.13
1.123
1.144
1.137
1.13
1.125
1.109
1.111
1.116
1.121
1.118
1.137
1.149
1.144
1.132
1.125
1.128
1.118
1.132
1.104
1.111
1.123
1.113
1.118
1.137
1.118
1.116
1.113
1.121
1.118
1.128
1.123
1.125
1.116
1.111
1.111
1.097
1.121
1.139
1.144
1.142
1.106
1.118
1.123
1.095
1.121
1.13
1.158
1.113
1.097
1.135
1.135
1.121
1.085
1.092
1.135
1.113
1.104
1.09
1.109
1.113
1.109
1.137
1.111
1.123
1.099
1.123
1.132
1.083
1.111
1.121
1.106
1.095
1.113
1.116
1.106
