200cm def 2,5,
0.8,0.98,0.77
0.89,0.03,0.0
0.0,1.19,0.0
0.0,0.09,0.69
0.73,0.64,0.34
2.373
2.387
2.382
2.378
2.378
2.396
2.467
2.488
2.464
2.46
2.504
2.56
2.565
2.598
2.617
2.647
2.729
2.692
2.741
2.886
2.692
2.713
2.704
2.68
2.68
2.657
2.626
2.612
2.523
2.443
2.424
2.394
2.431
2.439
2.46
2.483
2.481
2.45
2.464
2.45
2.455
2.45
2.474
2.448
2.455
2.469
2.448
2.441
2.457
2.471
2.539
2.567
2.521
2.504
2.495
2.504
2.467
2.687
2.687
2.94
2.973
2.931
2.65
2.645
2.664
2.746
2.938
2.553
2.521
2.483
2.443
2.46
2.446
2.427
2.417
2.403
2.399
2.401
2.422
2.399
2.389
2.431
2.42
2.431
2.387
2.342
2.359
2.352
2.373
2.385
2.415
2.443
2.45
2.446
2.441
2.424
2.38
2.394
2.436
2.417
2.413
2.401
2.41
2.417
2.429
2.439
2.453
2.427
2.42
2.406
2.45
2.41
2.422
2.392
2.436
2.424
2.408
2.394
2.427
2.429
2.403
2.401
2.422
2.413
2.42
2.427
2.401
2.408
2.41
2.406
2.382
2.41
2.387
2.366
2.406
2.401
2.41
2.38
2.413
2.427
2.417
2.413
2.38
2.389
2.417
2.417
2.378
2.417
2.401
2.401
2.408
2.403
2.401
2.408
2.42
2.373
2.436
2.42
2.378
2.415
2.389
2.354
2.429
2.387
2.446
2.399
2.375
2.431
2.359
2.389
2.382
2.37
2.406
2.378
2.354
2.408
2.41
2.363
2.378
2.366
2.387
2.424
2.387
2.392
2.413
2.434
2.37
2.448
2.427
2.37
2.455
2.37
2.448
2.385
2.431
2.356
2.427
2.401
2.429
2.439
2.474
2.427
2.446
2.389
2.455
2.408
2.46
2.434
2.389
2.41
2.448
2.403
2.446
2.382
2.476
2.389
2.439
2.427
2.431
2.403
2.408
2.385
2.446
2.382
2.42
2.415
2.403
2.457
2.401
2.45
2.401
2.394
2.45
2.38
2.439
2.387
2.443
2.389
2.457
2.394
2.441
2.401
2.439
2.415
2.385
2.434
2.399
2.401
2.46
2.392
2.406
2.401
2.401
2.431
2.42
2.457
2.378
2.46
2.368
2.443
2.424
2.394
2.434
2.385
2.394
2.441
2.42
2.448
2.406
2.434
2.399
2.387
2.436
2.396
2.422
2.401
2.373
2.375
2.439
2.406
2.385
2.399
2.424
2.392
2.401
2.434
2.363
2.436
2.375
2.38
2.431
2.37
2.38
2.441
2.392
2.396
2.363
2.417
2.415
2.387
2.429
2.382
2.385
2.394
2.401
2.375
2.375
2.394
2.417
2.424
2.448
2.415
2.38
2.37
2.373
2.385
2.408
2.403
2.408
2.399
2.422
2.392
2.448
2.392
2.392
2.382
2.394
2.392
2.408
2.422
2.408
2.382
2.385
2.394
2.373
2.356
2.424
2.462
2.41
2.387
2.41
2.394
2.401
2.431
2.434
2.422
2.396
2.385
2.399
2.403
2.413
2.389
2.394
2.427
2.396
2.399
2.422
2.436
2.455
2.422
2.406
2.434
2.417
2.394
2.415
2.427
2.394
2.387
2.457
2.446
2.443
