,4,
0.85,1.16,0.0
0.83,0.0,0.03
0.0,1.15,0.02
0.0,0.0,0.03
0.5370239240037042,0.6030103873365871,3.8735415851275548
0.539908089500857,0.6043671591454487,3.786456077236778
0.5336874939758998,0.5908663848506936,2.4705911966052554
0.5343054237712055,0.5994217274964058,3.6131664821559752
0.5370807345121191,0.6054160826185235,4.0174183282903755
0.5393765336432201,0.6009583745553222,4.028194042720088
0.5397355963646921,0.5967692415451378,3.6143624316699743
0.5328700598691025,0.5939187073601708,3.154592280061479
0.5331337314974158,0.5964598450839276,3.2262250417944642
0.5295217147774753,0.5929044703723569,2.9291985826167775
0.5268980481927663,0.5865353076127686,2.87832441628467
0.544052619738209,0.6042321138954971,3.7283408217475653
0.5464560569266661,0.6011482708542282,3.7119579388934767
0.5459650411832477,0.6034822577589996,3.737347952470202
0.5424126565035623,0.6045560652648927,3.820083791176728
0.5413895190558113,0.6082839986514106,4.05056629389162
0.5302488715191309,0.5979963842159925,3.4738782619741073
0.5206519676502115,0.590910370619822,3.2092399123722544
0.5344456726834261,0.6036814105913777,3.935695015670831
0.5375140806491236,0.6036991451656366,3.546928714456328
0.5475981216532757,0.5961792376992179,2.9841481378794015
0.5334618829991218,0.6025942274727427,3.3684697666316765
0.535195840777277,0.6045476700618142,3.9639268708410214
0.5015005862550517,0.5922915261004729,2.7312210032844177
0.524339043029256,0.5946458611725198,3.3360911776970283
0.5509973464793401,0.61210071608566,4.493982047082625
0.5470405844832591,0.6111188799705563,4.579837935368062
0.5378600025100377,0.6084680514330483,4.023343545973432
0.5110426694667929,0.5824374762084545,2.7219274110311176
0.5152137595279029,0.5796846008763694,2.2170265293538023
0.5323748431743471,0.57258055589012,2.533286654636356
0.5264903935185137,0.59387498567982,3.452712550710146
0.5274131061282121,0.5980697573692773,3.392412722467043
0.5338898929049494,0.6076357537886459,3.7801650421757245
0.5391966676892723,0.6096456699574464,4.070740471032082
0.5287386299483616,0.5967611565577879,3.326239289859757
0.5276907413390548,0.5952406262521563,3.333109345987566
