,4,
0.85,1.16,0.0
0.83,0.0,0.03
0.0,1.15,0.02
0.0,0.0,0.03
0.5173629315595667,0.5961106956662157,3.247558126614763
0.521140022590358,0.5960998715852419,3.404807608845772
0.5261791039156591,0.5926136816248508,2.9972980782156924
0.5367853542731877,0.5960588353785141,3.435991780727875
0.5254350632498737,0.5870165384109818,2.3195458818829593
0.5337747774836341,0.6000467998199728,2.6501406298157235
0.5360379350736224,0.5980240889930393,3.086688174014398
0.5408317088422869,0.5831893353486777,2.6085050097345857
0.5452687312515314,0.597325620146389,2.9914771739776143
0.5466855082366466,0.587165226014033,2.5258084376015404
